state,date,sex,ethnicity,abs
W.P. Kuala Lumpur,1/1/2014,both,overall,7647
W.P. Kuala Lumpur,1/1/2015,both,overall,7608
W.P. Kuala Lumpur,1/1/2016,both,overall,8077
W.P. Kuala Lumpur,1/1/2017,both,overall,8205
W.P. Kuala Lumpur,1/1/2018,both,overall,8485
W.P. Kuala Lumpur,1/1/2019,both,overall,8845
W.P. Kuala Lumpur,1/1/2020,both,overall,8334
W.P. Kuala Lumpur,1/1/2021,both,overall,13334
W.P. Kuala Lumpur,1/1/2022,both,overall,9962
W.P. Labuan,1/1/2000,both,overall,167
W.P. Labuan,1/1/2001,both,overall,159
W.P. Labuan,1/1/2002,both,overall,200
W.P. Labuan,1/1/2003,both,overall,220
W.P. Labuan,1/1/2004,both,overall,212
W.P. Labuan,1/1/2005,both,overall,209
W.P. Labuan,1/1/2006,both,overall,208
W.P. Labuan,1/1/2007,both,overall,204
W.P. Labuan,1/1/2008,both,overall,243
W.P. Labuan,1/1/2009,both,overall,247
W.P. Labuan,1/1/2010,both,overall,243
W.P. Labuan,1/1/2011,both,overall,218
W.P. Labuan,1/1/2012,both,overall,242
W.P. Labuan,1/1/2013,both,overall,245
W.P. Labuan,1/1/2014,both,overall,274
W.P. Labuan,1/1/2015,both,overall,246
W.P. Labuan,1/1/2016,both,overall,277
W.P. Labuan,1/1/2017,both,overall,247
W.P. Labuan,1/1/2018,both,overall,287
W.P. Labuan,1/1/2019,both,overall,298
W.P. Labuan,1/1/2020,both,overall,319
W.P. Labuan,1/1/2021,both,overall,517
W.P. Labuan,1/1/2022,both,overall,392
W.P. Putrajaya,1/1/2010,both,overall,95
W.P. Putrajaya,1/1/2011,both,overall,113
W.P. Putrajaya,1/1/2012,both,overall,142
W.P. Putrajaya,1/1/2013,both,overall,164
W.P. Putrajaya,1/1/2014,both,overall,194
W.P. Putrajaya,1/1/2015,both,overall,193
W.P. Putrajaya,1/1/2016,both,overall,163
W.P. Putrajaya,1/1/2017,both,overall,229
W.P. Putrajaya,1/1/2018,both,overall,218
W.P. Putrajaya,1/1/2019,both,overall,209
W.P. Putrajaya,1/1/2020,both,overall,211
W.P. Putrajaya,1/1/2021,both,overall,266
W.P. Putrajaya,1/1/2022,both,overall,253
Johor,1/1/2000,male,overall,7163
Johor,1/1/2001,male,overall,7380
Johor,1/1/2002,male,overall,7763
Johor,1/1/2003,male,overall,7933
Johor,1/1/2004,male,overall,8021
Johor,1/1/2005,male,overall,8194
Johor,1/1/2006,male,overall,8550
Johor,1/1/2007,male,overall,8985
Johor,1/1/2008,male,overall,9345
Johor,1/1/2009,male,overall,9384
Johor,1/1/2010,male,overall,9521
Johor,1/1/2011,male,overall,9604
Johor,1/1/2012,male,overall,9989
Johor,1/1/2013,male,overall,10361
Johor,1/1/2014,male,overall,10517
Johor,1/1/2015,male,overall,11045
Johor,1/1/2016,male,overall,11674
Johor,1/1/2017,male,overall,12076
Johor,1/1/2018,male,overall,12384
Johor,1/1/2019,male,overall,12760
Johor,1/1/2020,male,overall,12194
Johor,1/1/2021,male,overall,15549
Johor,1/1/2022,male,overall,14618
Johor,1/1/2000,female,overall,4981
Johor,1/1/2001,female,overall,5350
Johor,1/1/2002,female,overall,5696
Johor,1/1/2003,female,overall,5738
Johor,1/1/2004,female,overall,5821
Johor,1/1/2005,female,overall,5958
Johor,1/1/2006,female,overall,5996
Johor,1/1/2007,female,overall,6180
Johor,1/1/2008,female,overall,6581
Johor,1/1/2009,female,overall,6587
Johor,1/1/2010,female,overall,6539
Johor,1/1/2011,female,overall,6875
Johor,1/1/2012,female,overall,7212
Johor,1/1/2013,female,overall,7335
Johor,1/1/2014,female,overall,7387
Johor,1/1/2015,female,overall,7808
Johor,1/1/2016,female,overall,8250
Johor,1/1/2017,female,overall,8586
Johor,1/1/2018,female,overall,8733
Johor,1/1/2019,female,overall,9039
Johor,1/1/2020,female,overall,8452
Johor,1/1/2021,female,overall,11402
Johor,1/1/2022,female,overall,10687
Kedah,1/1/2000,male,overall,5110
Kedah,1/1/2001,male,overall,5218
Kedah,1/1/2002,male,overall,5628
Kedah,1/1/2003,male,overall,5800
Kedah,1/1/2004,male,overall,5746
Kedah,1/1/2005,male,overall,5770
Kedah,1/1/2006,male,overall,6077
Kedah,1/1/2007,male,overall,6160
Kedah,1/1/2008,male,overall,6321
Kedah,1/1/2009,male,overall,6632
Kedah,1/1/2010,male,overall,6601
Kedah,1/1/2011,male,overall,6844
Kedah,1/1/2012,male,overall,7059
Kedah,1/1/2013,male,overall,7096
Kedah,1/1/2014,male,overall,7404
Kedah,1/1/2015,male,overall,7733
Kedah,1/1/2016,male,overall,7734
Kedah,1/1/2017,male,overall,8049
Kedah,1/1/2018,male,overall,8216
Kedah,1/1/2019,male,overall,8031
Kedah,1/1/2020,male,overall,7694
Kedah,1/1/2021,male,overall,10068
Kedah,1/1/2022,male,overall,9792
Kedah,1/1/2000,female,overall,3872
Kedah,1/1/2001,female,overall,3979
Kedah,1/1/2002,female,overall,4297
Kedah,1/1/2003,female,overall,4511
Kedah,1/1/2004,female,overall,4349
Kedah,1/1/2005,female,overall,4510
Kedah,1/1/2006,female,overall,4621
Kedah,1/1/2007,female,overall,4687
Kedah,1/1/2008,female,overall,4750
Kedah,1/1/2009,female,overall,4986
Kedah,1/1/2010,female,overall,5073
Kedah,1/1/2011,female,overall,5025
Kedah,1/1/2012,female,overall,5209
Kedah,1/1/2013,female,overall,5420
Kedah,1/1/2014,female,overall,5613
Kedah,1/1/2015,female,overall,5941
Kedah,1/1/2016,female,overall,6037
Kedah,1/1/2017,female,overall,6283
Kedah,1/1/2018,female,overall,6336
Kedah,1/1/2019,female,overall,6271
Kedah,1/1/2020,female,overall,5977
Kedah,1/1/2021,female,overall,8389
Kedah,1/1/2022,female,overall,7836
Kelantan,1/1/2000,male,overall,4333
Kelantan,1/1/2001,male,overall,4367
Kelantan,1/1/2002,male,overall,4784
Kelantan,1/1/2003,male,overall,4956
Kelantan,1/1/2004,male,overall,4920
Kelantan,1/1/2005,male,overall,5051
Kelantan,1/1/2006,male,overall,5023
Kelantan,1/1/2007,male,overall,5211
Kelantan,1/1/2008,male,overall,5592
Kelantan,1/1/2009,male,overall,5721
Kelantan,1/1/2010,male,overall,5590
Kelantan,1/1/2011,male,overall,5624
Kelantan,1/1/2012,male,overall,5589
Kelantan,1/1/2013,male,overall,5635
Kelantan,1/1/2014,male,overall,5958
Kelantan,1/1/2015,male,overall,6087
Kelantan,1/1/2016,male,overall,6111
Kelantan,1/1/2017,male,overall,6284
Kelantan,1/1/2018,male,overall,6332
Kelantan,1/1/2019,male,overall,6446
Kelantan,1/1/2020,male,overall,6236
Kelantan,1/1/2021,male,overall,7605
Kelantan,1/1/2022,male,overall,7411
Kelantan,1/1/2000,female,overall,3287
Kelantan,1/1/2001,female,overall,3430
Kelantan,1/1/2002,female,overall,3546
Kelantan,1/1/2003,female,overall,3658
Kelantan,1/1/2004,female,overall,3627
Kelantan,1/1/2005,female,overall,3783
Kelantan,1/1/2006,female,overall,3917
Kelantan,1/1/2007,female,overall,3975
Kelantan,1/1/2008,female,overall,4102
Kelantan,1/1/2009,female,overall,4393
Kelantan,1/1/2010,female,overall,4208
Kelantan,1/1/2011,female,overall,4400
Kelantan,1/1/2012,female,overall,4301
Kelantan,1/1/2013,female,overall,4407
Kelantan,1/1/2014,female,overall,4630
Kelantan,1/1/2015,female,overall,4702
Kelantan,1/1/2016,female,overall,4698
Kelantan,1/1/2017,female,overall,4919
Kelantan,1/1/2018,female,overall,4984
Kelantan,1/1/2019,female,overall,4964
Kelantan,1/1/2020,female,overall,4692
Kelantan,1/1/2021,female,overall,6321
Kelantan,1/1/2022,female,overall,6034
Melaka,1/1/2000,male,overall,1998
Melaka,1/1/2001,male,overall,2114
Melaka,1/1/2002,male,overall,2131
Melaka,1/1/2003,male,overall,2187
Melaka,1/1/2004,male,overall,2228
Melaka,1/1/2005,male,overall,2293
Melaka,1/1/2006,male,overall,2291
Melaka,1/1/2007,male,overall,2350
Melaka,1/1/2008,male,overall,2490
Melaka,1/1/2009,male,overall,2549
Melaka,1/1/2010,male,overall,2530
Melaka,1/1/2011,male,overall,2642
Melaka,1/1/2012,male,overall,2588
Melaka,1/1/2013,male,overall,2669
Melaka,1/1/2014,male,overall,2719
Melaka,1/1/2015,male,overall,2778
Melaka,1/1/2016,male,overall,2915
Melaka,1/1/2017,male,overall,3092
Melaka,1/1/2018,male,overall,3079
Melaka,1/1/2019,male,overall,3088
Melaka,1/1/2020,male,overall,3072
Melaka,1/1/2021,male,overall,3921
Melaka,1/1/2022,male,overall,3669
Melaka,1/1/2000,female,overall,1727
Melaka,1/1/2001,female,overall,1685
Melaka,1/1/2002,female,overall,1835
Melaka,1/1/2003,female,overall,1777
Melaka,1/1/2004,female,overall,1842
Melaka,1/1/2005,female,overall,1847
Melaka,1/1/2006,female,overall,1855
Melaka,1/1/2007,female,overall,1795
Melaka,1/1/2008,female,overall,1891
Melaka,1/1/2009,female,overall,1923
Melaka,1/1/2010,female,overall,1951
Melaka,1/1/2011,female,overall,1964
Melaka,1/1/2012,female,overall,1987
Melaka,1/1/2013,female,overall,2078
Melaka,1/1/2014,female,overall,2009
Melaka,1/1/2015,female,overall,2181
Melaka,1/1/2016,female,overall,2271
Melaka,1/1/2017,female,overall,2431
Melaka,1/1/2018,female,overall,2328
Melaka,1/1/2019,female,overall,2459
Melaka,1/1/2020,female,overall,2372
Melaka,1/1/2021,female,overall,3162
Melaka,1/1/2022,female,overall,2961
Negeri Sembilan,1/1/2000,male,overall,2682
Negeri Sembilan,1/1/2001,male,overall,2738
Negeri Sembilan,1/1/2002,male,overall,2882
Negeri Sembilan,1/1/2003,male,overall,2963
Negeri Sembilan,1/1/2004,male,overall,2940
Negeri Sembilan,1/1/2005,male,overall,3041
Negeri Sembilan,1/1/2006,male,overall,3042
Negeri Sembilan,1/1/2007,male,overall,3050
Negeri Sembilan,1/1/2008,male,overall,3355
Negeri Sembilan,1/1/2009,male,overall,3419
Negeri Sembilan,1/1/2010,male,overall,3437
Negeri Sembilan,1/1/2011,male,overall,3431
Negeri Sembilan,1/1/2012,male,overall,3376
Negeri Sembilan,1/1/2013,male,overall,3629
Negeri Sembilan,1/1/2014,male,overall,3681
Negeri Sembilan,1/1/2015,male,overall,3823
Negeri Sembilan,1/1/2016,male,overall,3964
Negeri Sembilan,1/1/2017,male,overall,4100
Negeri Sembilan,1/1/2018,male,overall,4285
Negeri Sembilan,1/1/2019,male,overall,4106
Negeri Sembilan,1/1/2020,male,overall,4051
Negeri Sembilan,1/1/2021,male,overall,5206
Negeri Sembilan,1/1/2022,male,overall,4959
Negeri Sembilan,1/1/2000,female,overall,1858
Negeri Sembilan,1/1/2001,female,overall,1986
Negeri Sembilan,1/1/2002,female,overall,2169
Negeri Sembilan,1/1/2003,female,overall,2075
Negeri Sembilan,1/1/2004,female,overall,2127
Negeri Sembilan,1/1/2005,female,overall,2122
Negeri Sembilan,1/1/2006,female,overall,2162
Negeri Sembilan,1/1/2007,female,overall,2131
Negeri Sembilan,1/1/2008,female,overall,2385
Negeri Sembilan,1/1/2009,female,overall,2413
Negeri Sembilan,1/1/2010,female,overall,2377
Negeri Sembilan,1/1/2011,female,overall,2454
Negeri Sembilan,1/1/2012,female,overall,2519
Negeri Sembilan,1/1/2013,female,overall,2584
Negeri Sembilan,1/1/2014,female,overall,2729
Negeri Sembilan,1/1/2015,female,overall,2788
Negeri Sembilan,1/1/2016,female,overall,2846
Negeri Sembilan,1/1/2017,female,overall,3011
Negeri Sembilan,1/1/2018,female,overall,3013
Negeri Sembilan,1/1/2019,female,overall,3062
Negeri Sembilan,1/1/2020,female,overall,2960
Negeri Sembilan,1/1/2021,female,overall,3959
Negeri Sembilan,1/1/2022,female,overall,3677
Pahang,1/1/2000,male,overall,3274
Pahang,1/1/2001,male,overall,3427
Pahang,1/1/2002,male,overall,3799
Pahang,1/1/2003,male,overall,3794
Pahang,1/1/2004,male,overall,3825
Pahang,1/1/2005,male,overall,3935
Pahang,1/1/2006,male,overall,4026
Pahang,1/1/2007,male,overall,4049
Pahang,1/1/2008,male,overall,4346
Pahang,1/1/2009,male,overall,4502
Pahang,1/1/2010,male,overall,4669
Pahang,1/1/2011,male,overall,4732
Pahang,1/1/2012,male,overall,4713
Pahang,1/1/2013,male,overall,4962
Pahang,1/1/2014,male,overall,5092
Pahang,1/1/2015,male,overall,5044
Pahang,1/1/2016,male,overall,5347
Pahang,1/1/2017,male,overall,5498
Pahang,1/1/2018,male,overall,5525
Pahang,1/1/2019,male,overall,5392
Pahang,1/1/2020,male,overall,5175
Pahang,1/1/2021,male,overall,6109
Pahang,1/1/2022,male,overall,6516
Pahang,1/1/2000,female,overall,2233
Pahang,1/1/2001,female,overall,2314
Pahang,1/1/2002,female,overall,2498
Pahang,1/1/2003,female,overall,2497
Pahang,1/1/2004,female,overall,2450
Pahang,1/1/2005,female,overall,2564
Pahang,1/1/2006,female,overall,2644
Pahang,1/1/2007,female,overall,2693
Pahang,1/1/2008,female,overall,2754
Pahang,1/1/2009,female,overall,2926
Pahang,1/1/2010,female,overall,3053
Pahang,1/1/2011,female,overall,3080
Pahang,1/1/2012,female,overall,3078
Pahang,1/1/2013,female,overall,3184
Pahang,1/1/2014,female,overall,3209
Pahang,1/1/2015,female,overall,3427
Pahang,1/1/2016,female,overall,3531
Pahang,1/1/2017,female,overall,3763
Pahang,1/1/2018,female,overall,3721
Pahang,1/1/2019,female,overall,3787
Pahang,1/1/2020,female,overall,3511
Pahang,1/1/2021,female,overall,4257
Pahang,1/1/2022,female,overall,4506
Perak,1/1/2000,male,overall,7643
Perak,1/1/2001,male,overall,7623
Perak,1/1/2002,male,overall,8218
Perak,1/1/2003,male,overall,8263
Perak,1/1/2004,male,overall,8242
Perak,1/1/2005,male,overall,8114
Perak,1/1/2006,male,overall,8116
Perak,1/1/2007,male,overall,8436
Perak,1/1/2008,male,overall,8776
Perak,1/1/2009,male,overall,8959
Perak,1/1/2010,male,overall,8831
Perak,1/1/2011,male,overall,9042
Perak,1/1/2012,male,overall,9315
Perak,1/1/2013,male,overall,9294
Perak,1/1/2014,male,overall,9461
Perak,1/1/2015,male,overall,9759
Perak,1/1/2016,male,overall,10113
Perak,1/1/2017,male,overall,10420
Perak,1/1/2018,male,overall,10582
Perak,1/1/2019,male,overall,10571
Perak,1/1/2020,male,overall,10173
Perak,1/1/2021,male,overall,12022
Perak,1/1/2022,male,overall,12641
Perak,1/1/2000,female,overall,5551
Perak,1/1/2001,female,overall,5954
